name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,Meal Type,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
Viking Family Bar And Restaurant,"137 15th Cross Road, Bengaluru 560003 India",India,560003,Karnataka,        ,,   ,                       ,                            ,13.006358,77.56476,"137 15th Cross Road, 560003",     ,0,+91 80 2344 4411,,,,
Nagendra's Company 004,"3 M G Road, Bengaluru 560042 India",India,560042,Karnataka,        ,,   ,                       ,                            ,12.973844,77.620346,"3 M G Road, 560042",     ,0,,,,,
Rail Cafe,"Double Road, R.r, Nagar, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.915034,77.51787,"Double Road, R.r, Nagar",     ,0,+91 99646 00066,,,,
Wow Vada Pav & Chaat Chatore Chaats,"47 3rd Stage Road, Bengaluru 560079 India",India,560079,Karnataka,        ,,   ,                       ,                            ,12.9854,77.5433,"47 3rd Stage Road, 560079",     ,0,+91 99860 09695,,,,
Laryence Cyber Cafe,"6 Hosur Main Road, Bengaluru 560100 India",India,560100,Karnataka,        ,,   ,                       ,                            ,12.84442,77.66551,"6 Hosur Main Road, 560100",     ,0,,,,,
Bar Bar,"Level 2, Phoenix Market City, Whitefield, Bengaluru 560048 India",India,560048,Karnataka,        ,,   ,                       ,                            ,12.997723,77.69618,"Level 2, Phoenix Market City, Whitefield, 560048",     ,0,+91 80672 66651,,,,
Asha Melange,"23 10th Cross Road, Bengaluru 560010 India",India,560010,Karnataka,        ,,   ,                       ,                            ,13.00458,77.55139,"23 10th Cross Road, 560010",     ,0,+91 80 2290 2861,,,,
A Taste of Rampur,"28/968, 41st Cross, 3rd Block, Rajajinagar, Bengaluru 560010 India",India,560010,Karnataka,        ,,   ,                       ,                            ,12.99013,77.55654,"28/968, 41st Cross, 3rd Block, Rajajinagar, 560010",     ,0,+91 99648 96777,,,,
Sri Raghavendra Bakery,"155, ews 1st, Main Road,18th Cross K.S. Town, Bengaluru 560060 India",India,560060,Karnataka,        ,,   ,                       ,                            ,12.96788,77.53804,"155, ews 1st, Main Road,18th Cross, K.S. Town, 560060",     ,0,+91 80 2691 9490,,,,
Amrithsari Express,"8 Magrath Road, Bengaluru 560025 India",India,560025,Karnataka,        ,,   ,                       ,                            ,12.970016,77.609566,"8 Magrath Road, 560025",     ,0,,,,,
La Grande Cafe,"321 36th A Cross Road, Bengaluru 560011 India",India,560011,Karnataka,        ,,   ,                       ,                            ,12.92289,77.58199,"321 36th A Cross Road, 560011",     ,0,+91 98455 25205,,,,
Shetty Lunch Home Jaynagar,"104 9th Main Road, Bengaluru 560011 India",India,560011,Karnataka,        ,,   ,                       ,                            ,12.920722,77.58373,"104 9th Main Road, 560011",     ,0,+91 80674 66725,,,,
Murthy Tailors,"1 Gandhi Bazaar Main Road, Bengaluru 560004 India",India,560004,Karnataka,        ,,   ,                       ,                            ,12.9442,77.57284,"1 Gandhi Bazaar Main Road, 560004",     ,0,,,,,
Lecrusto,"2 Whitefield Road, Bengaluru 560066 India",India,560066,Karnataka,        ,,   ,                       ,                            ,12.983328,77.75215,"2 Whitefield Road, 560066",     ,0,+91 90302 43438,,,,
Kaara Blr,"115 Madhavaraya Mudaliar Road, Bengaluru 560005 India",India,560005,Karnataka,        ,,   ,                       ,                            ,12.97524,77.61784,"115 Madhavaraya Mudaliar Road, 560005",     ,0,+91 98802 48887,,,,
Lotus ( Kamath ),"43 Infosys Drive, Bengaluru 560100 India",India,560100,Karnataka,        ,,   ,                       ,                            ,12.85055,77.65759,"43 Infosys Drive, 560100",     ,0,,,,,
Cafe Nestara,"Cafe Nestara, Bengaluru 560063 India",India,560063,Karnataka,        ,,   ,                       ,                            ,13.12158,77.61374,"Cafe Nestara, 560063",     ,0,+91 90198 30343,,,,
Ambur Star Briyani,"44 12th Main Road 44, 7th Cross, 12th Main, 6th Sector, HSR Layout, Bengaluru 560102 India",India,560102,Karnataka,Indian        ,,   ,                       ,                            ,,,"44 12th Main Road, 44, 7th Cross, 12th Main, 6th Sector, HSR Layout, 560102",     ,3,+91 85530 07373,5993,2668,3.5,3.031148195
C3 Cafe,"40 9th A Cross Road, Bengaluru 560064 India",India,560064,Karnataka,        ,,   ,                       ,                            ,13.096229,77.58489,"40 9th A Cross Road, 560064",     ,0,+91 80674 66725,,,,
Cold Stone Creamery India,"3 Varthur Main Road, Bengaluru 560066 India",India,560066,Karnataka,        ,,   ,                       ,                            ,12.95677,77.73482,"3 Varthur Main Road, 560066",     ,0,+91 98459 25096,,,,
Vihan - Fine Dine,"204 Bagalur Main Road, Bengaluru 560063 India",India,560063,Karnataka,        ,,   ,                       ,                            ,13.12175,77.62364,"204 Bagalur Main Road, 560063",     ,0,+91 97313 12135,,,,
Tellimagic,"270 2nd Cross Road, Bengaluru 560100 India",India,560100,Karnataka,        ,,   ,                       ,                            ,12.84045,77.65055,"270 2nd Cross Road, 560100",     ,0,+91 91482 96868,,,,
Five Star Chicken,"Shop No: No 1/1, 60th Feet Road, Pattegarhpalya Main Road, Govindaraja Nagar Ward, Pattegarhpalya, Vijayanagar, Bengaluru 560079 India",India,560079,Karnataka,Chinese        ,,   ,                       ,                            ,12.97168,77.65399,"Shop No: No 1/1, 60th Feet Road, Pattegarhpalya Main Road, Govindaraja Nagar Ward, Pattegarhpalya, Vijayanagar, 560079",     ,1,+91 88928 33597,5993,5967,1,2.692412138
Kaveri Bakery & Sweets,"95 Bannerghatta Road Uttrahalli, Bengaluru 560076 India",India,560076,Karnataka,        ,,   ,                       ,                            ,12.8976,77.54649,"95 Bannerghatta Road, Uttrahalli, 560076",     ,0,,,,,
Ruby Kebab Centre,"21 Kammanahalli Main Road, Opposite Five Star Chicken, Bengaluru 560084 India",India,560084,Karnataka,        ,,   ,                       ,                            ,13.01209,77.63528,"21 Kammanahalli Main Road, Opposite Five Star Chicken, 560084",     ,1,+91 97383 08181,5993,5284,3,3
Parampara - The Veg Kitchen,"Shop 6, Opposite Gate 12, Wipro Technologies, Electronic City, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,,,"Shop 6, Opposite Gate 12, Wipro Technologies, Electronic City",     ,2,+91 80 4965 2900,5993,2916,4,3.026156425
Wow China,"No 172/1, Vega City Mall, Banerghatta Road, Bengaluru 560076 India",India,560076,Karnataka,        ,,   ,                       ,                            ,12.907571,77.60144,"No 172/1, Vega City Mall, Banerghatta Road, 560076",     ,0,+91 91470 06605,,,,
Tempteys,"1763 2nd Cross Road, Bengaluru 560102 India",India,560102,Karnataka,        ,,   ,                       ,                            ,12.962345,77.643425,"1763 2nd Cross Road, 560102",     ,0,+91 91333 82130,,,,
Robin Hood Pub & Kitchen,"18 Halgevaderahalli Main Road, Bengaluru 560098 India",India,560098,Karnataka,        ,,   ,                       ,                            ,12.909652,77.51358,"18 Halgevaderahalli Main Road, 560098",     ,0,,,,,
The Marash,"90 Jyothi Niwas College Road, Bengaluru 560034 India",India,560034,Karnataka,        ,,   ,                       ,                            ,12.933578,77.615746,"90 Jyothi Niwas College Road, 560034",     ,0,1.07E+11,,,,
Bangluru,"Majistic, Bengaluru 560072 India",India,560072,Karnataka,        ,,   ,                       ,                            ,12.97595,77.63597,"Majistic, 560072",     ,0,+91 94807 76388,,,,
Carnatic Brews,"55, 19th Main Rd Jeewan Griha Colony, 2nd Phase, J. P. Nagar, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,,,"55, 19th Main Rd, Jeewan Griha Colony, 2nd Phase, J. P. Nagar, 560078",     ,1,+91 98867 71681,5993,2943,5,3.025859833
Express Cafe,"Tumkur Road 10/1/1, Raghavendra Extension, Holiday Inn Express, Cauvery Estates Serenity, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,,,"Tumkur Road, 10/1/1, Raghavendra Extension, Holiday Inn Express, Cauvery Estates Serenity",     ,2,+91 80 4686 5454,5993,5697,3,2.970707417
Foodies,"4, Fruit Market, Phase 2, Near Tcs, Electronics City, Bengaluru 560100 India",India,560100,Karnataka,Chinese Thai       ,,   ,                       ,                            ,12.84084,77.67175,"4, Fruit Market, Phase 2, Near Tcs, Electronics City, 560100",     ,0,+91 90364 36645,,,,
Vaishnav Bakery,"#103/6 4th Cross Mathikere, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.01519,77.6382,"#103/6 4th Cross, Mathikere, 560054",     ,0,+91 97425 21535,,,,
Cafe Coffee Day,"4 Infosys Drive Opposite IIIT Bangalore, Near Icici Bank Atm, Hosur Road, Bengaluru 560026 India",India,560026,Karnataka,        ,,   ,                       ,                            ,12.84652,77.68093,"4 Infosys Drive, Opposite IIIT Bangalore, Near Icici Bank Atm, Hosur Road, 560026",Breakfast Lunch Dinner   ,0,+91 80 3248 6298,,,,
The Caffiene Bar,"The Caffeine Baar,1424/81, South End A Cross, Jayanagara 9th Block,, Bengaluru 560069 India",India,560069,Karnataka,        ,,   ,                       ,                            ,12.3374,76.089874,"The Caffeine Baar,1424/81,, South End A Cross, Jayanagara 9th Block,, 560069",Breakfast Lunch Dinner   ,0,+196114 94141,,,,
Advaita Restaurant,"6 Immadihalli Main Road, Bengaluru 560066 India",India,560066,Karnataka,Indian        ,,   ,                       ,                            ,12.96685,77.76171,"6 Immadihalli Main Road, 560066",     ,0,+91 98861 55988,,,,
Bon Appetit,"Royal Tranquility, Classic Royale Garden, Hennur Main Road, HBR Layout, Next To Hennur Police Station, Kalyan Nagar, Bengaluru 560043 India",India,560043,Karnataka,American        ,,   ,                       ,                            ,13.02672,77.63134,"Royal Tranquility, Classic Royale Garden, Hennur Main Road, HBR Layout, Next To Hennur Police Station, Kalyan Nagar, 560043",     ,0,+91 80 4264 6465,,,,
Adyar Ananda Bhavan,"681 Block 4th Road HRBR Layout 3rd Block, Ramaiah Layout, Kalyan Nagar, Bengaluru 560097 India",India,560097,Karnataka,Indian Asian       ,,   ,                       ,                            ,13.02033,77.63804,"681 Block 4th Road, HRBR Layout 3rd Block, Ramaiah Layout, Kalyan Nagar, 560097",     ,0,+91 80 4115 5999,,,,
Manjushree Hotel,"29 Doddakondra Halli Sarjapur Road Near Government Hospital, Bengaluru 560048 India",India,560048,Karnataka,        ,,   ,                       ,                            ,12.92437,77.63886,"29 Doddakondra Halli Sarjapur Road Near Government Hospital, 560048",     ,0,+91 95918 97119,,,,
Sri Krishna Upahar,"78/5, Outer Ring Road, Bellandur, Bangalore, Bengaluru 560060 India",India,560060,Karnataka,        ,,   ,                       ,                            ,12.92091,77.66485,"78/5, Outer Ring Road, Bellandur, Bangalore, 560060",Breakfast Lunch Dinner   ,0,+91 98453 71809,,,,
Vijay Dharshan,"112/15th Main Road 7th Cross, Chamrajpet, Bengaluru 560018 India",India,560018,Karnataka,        ,,   ,                       ,                            ,12.95389,77.55807,"112/15th Main Road, 7th Cross, Chamrajpet, 560018",Breakfast Lunch Dinner   ,0,26616315,,,,
Coastal Grill,"#526, New No 45, 80 Feet Road 8th Block, Bengaluru 560095 India",India,560095,Karnataka,        ,"Multi-cuisine restaurant specialized in Coastal, Tandoor & Grill Delicacies to choose from located at Koramangala 8th Block",   ,                       ,                            ,12.92828,77.63325,"#526, New No 45, 80 Feet Road, 8th Block, 560095",     ,0,+91 94820 86555,,,,
Gustum Restaurant And Bar,"14th Main Rd Fourth Floor, No:39 Shabari Arcade, Sector 7, Bengaluru 560102 India",India,560102,Karnataka,Indian Contemporary       ,Contemporary Indian Restaurant and Bar with roof top (retractable glass roof)seating arrangements,   ,                       ,                            ,12.915213,77.638214,"14th Main Rd, Fourth Floor, No:39 Shabari Arcade, Sector 7, 560102",     ,0,+91 82968 36004,,,,
Flavor of Tibet,"160, 1st a Main, 7th Block, Opposite Apollo Pharmacy, Koramangala, Bengaluru 560095 India",India,560095,Karnataka,Asian Tibetan       ,,   ,                       ,                            ,12.93647,77.61538,"160, 1st a Main, 7th Block, Opposite Apollo Pharmacy, Koramangala, 560095",     ,0,+91 88922 72363,,,,
Pazzo,"917 5th Main Road, Bengaluru 560102 India",India,560102,Karnataka,Italian        ,,   ,                       ,                            ,12.909949,77.63264,"917 5th Main Road, 560102",     ,0,+91 90001 66663,,,,
Burger King India,"91 Magadi Main Road, Bengaluru 560023 India",India,560023,Karnataka,American        ,,   ,                       ,                            ,12.97583,77.55917,"91 Magadi Main Road, 560023",     ,0,+91 80 4632 9023,,,,
Dark Dine Invisible,"#1303, Benaka Plaza, Jeevan Bhima Nagar Main Road, Bengaluru 560075 India",India,560075,Karnataka,Indian        ,,   ,                       ,                            ,12.96809,77.6517,"#1303, Benaka Plaza, Jeevan Bhima Nagar Main Road, 560075",     ,0,,,,,
The Bawarchi,"Karthik Nagar, Bengaluru 560037 India",India,560037,Karnataka,Indian        ,,   ,                       ,                            ,,,"Karthik Nagar, 560037",     ,1,+91 97429 29999,5993,5284,3,3
Nala Bhima Restaurant,"Nala Bhima Restaurant, Shirdi Sai Nagar, Thubarahalli, Munnekollal, Bengaluru, Karnataka 560066, Bengaluru 560066 India",India,560066,Karnataka,Indian        ,,   ,                       ,                            ,12.948959,77.715866,"Nala Bhima Restaurant, Shirdi Sai Nagar, Thubarahalli, Munnekollal, Bengaluru, Karnataka 560066, 560066",     ,0,+91 99004 88008,,,,
Pepper Mint,"Near Garden City College, Bengaluru 560049 India",India,560049,Karnataka,Indian        ,,   ,                       ,                            ,13.02355,77.70609,"Near Garden City College, 560049",     ,0,+91 97402 70315,,,,
Hotel Annapoorna Restaurant,"Hejjala Bidadi Bm Road, Near Hejjala Check Post, Bengaluru 560060 India",India,560060,Karnataka,        ,,   ,                       ,                            ,,,"Hejjala Bidadi Bm Road, Near Hejjala Check Post, 560060",     ,1,+91 97401 94516,5993,3960,5,3.013811111
Babaji Ka Thullu Cafe,"45, 3rd Cross, 1st Main, MSR Nagar, New BEL Road, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.03674,77.56614,"45, 3rd Cross, 1st Main, MSR Nagar, New BEL Road, 560054",     ,0,+91 90366 52876,,,,
Om Shiva Shakti Chats Centre,"90/3, Eat Street, Basavanagudi, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,,,"90/3, Eat Street, Basavanagudi",     ,3,+91 98453 44083,6520,6034,3,3
